-6.973996, 107.630207,
#,1,
-6.973996, 107.630207,
-6.974029, 107.632523,
-6.972474, 107.634056,
-6.972711, 107.636143,
-6.972478, 107.639078,
!,
#,2,
-6.973996, 107.630207,
-6.974029, 107.632523,
-6.972471, 107.633938,
-6.972706, 107.635897,
-6.964423, 107.637992,
-6.963752, 107.636201,
!,
#,3,
-6.973996, 107.630207,
-6.974029, 107.632523,
-6.972471, 107.633938,
-6.972706, 107.635897,
-6.969837, 107.636869,
!,
